"Rank","Player","Team","Position","Points","Games","Avg"
"475","Kevin White","CHI","WR","13.2","9","1.5"
"475","Chris Manhertz","CAR","TE","13.2","16","0.8"
"477","Sam Ficken","LAR","K","13.0","2","6.5"
"477","Keith Ford","BUF","RB","13.0","2","6.5"
"479","Nathan Peterman","Multi","QB","12.8","4","3.2"
"480","Sam Bradford","ARI","QB","12.7","3","4.2"
"481","Tyler Conklin","MIN","TE","12.7","16","0.8"
"482","Corey Coleman","Multi","WR","12.6","8","1.6"
"482","Xavier Grimble","PIT","TE","12.6","16","0.8"
"484","Mark Walton","CIN","RB","12.5","14","0.9"
"484","De'Anthony Thomas","KC","WR","12.5","5","2.5"
"486","Russell Gage","ATL","WR","12.3","15","0.8"
"487","David Grinnage","JAC","TE","12.1","4","3.0"
"487","John Kelly Jr.","LAR","RB","12.1","4","3.0"
"489","Antony Auclair","TB","TE","11.8","16","0.7"
"490","Joshua Perkins","PHI","TE","11.7","9","1.3"
"491","Charcandrick West","KC","RB","11.6","3","3.9"
"492","DeAndre Washington","LV","RB","11.4","10","1.1"
"493","Kamar Aiken","PHI","WR","11.3","5","2.3"
"494","Dwayne Harris","LV","WR","11.2","15","0.8"
"495","Durham Smythe","MIA","TE","11.0","15","0.7"
"496","T.J. Logan","ARI","RB","10.9","10","1.1"
"496","Mike Glennon","ARI","QB","10.9","2","5.5"
"498","Matt Lengel","Multi","TE","10.7","11","1.0"
"499","D'Onta Foreman","HOU","RB","10.7","1","10.7"
"499","Neal Sterling","NYJ","TE","10.7","5","2.1"
"501","Noah Brown","DAL","WR","10.4","8","1.3"
"502","Tommy Bohanon","JAC","RB","10.1","16","0.6"
"502","Patrick DiMarco","BUF","RB","10.1","16","0.6"
"504","Rashad Greene","JAC","WR","10.0","8","1.3"
"505","Eric Saubert","ATL","TE","9.8","16","0.6"
"506","Delanie Walker","TEN","TE","9.2","1","9.2"
"506","Bobo Wilson","TB","WR","9.2","5","1.8"
"506","Jacob Hollister","NE","TE","9.2","8","1.2"
"509","Derrick Willies","CLE","WR","9.1","5","1.8"
"510","Detrez Newsome","LAC","RB","8.8","9","1.0"
"511","David Morgan II","MIN","TE","8.6","11","0.8"
"512","Kenjon Barner","Multi","RB","8.4","9","0.9"
"513","Brian Parker","DEN","TE","8.3","13","0.6"
"514","Roosevelt Nix","PIT","RB","8.2","16","0.5"
"515","Jawill Davis","NYG","WR","8.0","7","1.1"
"516","Byron Marshall","WAS","RB","7.9","6","1.3"
"517","Chad Beebe","MIN","WR","7.9","3","2.6"
"518","Tyler Kroft","CIN","TE","7.6","5","1.5"
"519","Auden Tate","CIN","WR","7.5","7","1.1"
"519","Rico Gathers","DAL","TE","7.5","15","0.5"
"521","Rishard Matthews","Multi","WR","7.4","8","0.9"
"522","Keith Smith","LV","RB","7.3","16","0.5"
"523","Ben Braunecker","CHI","TE","7.2","15","0.5"
"523","Teddy Bridgewater","NO","QB","7.2","5","1.4"
"523","Javon Wims","CHI","WR","7.2","4","1.8"
"526","Ryan Hewitt","IND","RB","7.1","12","0.6"
"526","Roc Thomas","MIN","RB","7.1","5","1.4"
"528","Ray-Ray McCloud","BUF","WR","7.0","10","0.7"
"529","Marcedes Lewis","GB","TE","6.9","16","0.4"
"530","John Phillips","ARI","TE","6.8","8","0.9"
"530","Mike Boone","MIN","RB","6.8","8","0.9"
"532","Jalen Tolliver","ARI","WR","6.7","3","2.2"
"532","Samaje Perine","WAS","RB","6.7","5","1.3"
"534","Derek Anderson","BUF","QB","6.5","2","3.3"
"534","Tyler Ervin","Multi","RB","6.5","9","0.7"
"536","Shaun Wilson","TB","RB","6.4","5","1.3"
"537","Shelton Gibson","PHI","WR","5.8","15","0.4"
"537","Tre Madden","SEA","RB","5.8","14","0.4"
"539","Dwayne Allen","NE","TE","5.7","13","0.4"
"539","Jordan Franks","CIN","TE","5.7","6","1.0"
"541","DeShone Kizer","GB","QB","5.4","3","1.8"
"542","Orson Charles","CLE","TE","5.3","13","0.4"
"543","Justin Hunter","PIT","WR","5.1","5","1.0"
"544","C.J. Prosise","SEA","RB","4.9","5","1.0"
"545","Brian Quick","WAS","WR","4.8","6","0.8"
"546","Nate Sudfeld","PHI","QB","4.7","2","2.4"
"547","Charone Peake","NYJ","WR","4.5","13","0.4"
"548","Mike Gillislee","NO","RB","4.2","4","1.1"
"549","De'Lance Turner","BAL","RB","4.1","4","1.0"
"549","Jeremy Hill","NE","RB","4.1","1","4.1"
"549","Ricky Ortiz","ATL","RB","4.1","12","0.3"
"552","Derrick Coleman","ARI","RB","4.0","16","0.3"
"552","Malik Turner","SEA","WR","4.0","6","0.7"
"554","Benny Cunningham Jr.","CHI","RB","3.9","15","0.3"
"555","Ameer Abdullah","Multi","RB","3.9","10","0.4"
"556","Terrance Williams","DAL","WR","3.8","3","1.3"
"557","KhaDarel Hodge","LAR","WR","3.7","14","0.3"
"557","Nick Williams","Multi","WR","3.7","4","0.9"
"559","David Williams","Multi","RB","3.6","6","0.6"
"560","Ross Dwelley","SF","TE","3.4","11","0.3"
"561","Sean Culkin","LAC","TE","3.4","13","0.3"
"561","Jamaal Charles","JAC","RB","3.4","2","1.7"
"561","River Cracraft","DEN","WR","3.4","8","0.4"
"564","Joe Webb III","HOU","QB","3.3","16","0.2"
"564","Tyrone Swoopes","SEA","TE","3.3","1","3.3"
"564","Brandon Zylstra","MIN","WR","3.3","16","0.2"
"564","Jamize Olawale","DAL","RB","3.3","16","0.2"
"568","Travaris Cadet","CAR","RB","3.2","1","3.2"
"568","Gehrig Dieter","KC","WR","3.2","4","0.8"
"570","Hakeem Valles","Multi","TE","3.1","3","1.0"
"571","Alan Cross","TB","TE","2.9","14","0.2"
"572","Dion Sims","CHI","TE","2.9","8","0.4"
"573","Jeremy Kerley","BUF","WR","2.7","1","2.7"
"574","Jeremy Langford","Multi","RB","2.5","1","2.5"
"575","Tim White","BAL","WR","2.4","3","0.8"
"575","Matt Flanagan","WAS","TE","2.4","3","0.8"
"577","Derek Watt","LAC","RB","2.3","16","0.1"
"578","Josh Malone","CIN","WR","2.2","9","0.2"
"578","Sammie Coates","HOU","WR","2.2","12","0.2"
"580","Victor Bolden Jr.","Multi","WR","2.0","6","0.3"
"580","Justin Hardee","NO","WR","2.0","16","0.1"
"582","Cam Phillips","BUF","WR","1.9","2","1.0"
"582","Justin Davis","LAR","RB","1.9","11","0.2"
"584","Damiere Byrd","CAR","WR","1.8","8","0.2"
"584","Keon Hatcher","Multi","WR","1.8","3","0.6"
"584","Darvin Kidsy","WAS","WR","1.8","2","0.9"
"587","Matt Cassel","DET","QB","1.7","2","0.9"
"587","Jonathan Stewart","NYG","RB","1.7","3","0.6"
"589","Richard Rodgers","PHI","TE","1.7","7","0.2"
"589","Jamal Agnew","DET","WR","1.7","6","0.3"
"589","Marcus Kemp","KC","WR","1.7","16","0.1"
"589","Allen Lazard","Multi","WR","1.7","1","1.7"
"593","Michael Burton","CHI","RB","1.6","8","0.2"
"593","Darius Jackson","Multi","RB","1.6","4","0.4"
"593","Garrett Gilbert","CAR","QB","1.6","1","1.6"
"596","David Fluellen","TEN","RB","1.6","7","0.2"
"597","Chad Henne","KC","QB","1.5","1","1.5"
"597","Brandon Wilds","Multi","RB","1.5","3","0.5"
"597","J'Mon Moore","GB","WR","1.5","12","0.1"
"597","Khari Lee","BUF","TE","1.5","2","0.8"
"597","Johnny Mundt","LAR","TE","1.5","10","0.2"
"597","Justin Watson","TB","WR","1.5","12","0.1"
"603","Jehu Chesson","WAS","WR","1.3","12","0.1"
"604","Darrius Heyward-Bey","PIT","WR","1.2","14","0.1"
"604","Danny Vitale","Multi","RB","1.2","5","0.2"
"606","Matt Schaub","ATL","QB","1.1","3","0.4"
"607","Jonathan Williams","Multi","RB","1.1","3","0.4"
"608","Joshua Dobbs","PIT","QB","0.9","5","0.2"
"608","Christine Michael","IND","RB","0.9","1","0.9"
"610","Robert Griffin III","BAL","QB","0.8","3","0.3"
"610","J.D. McKissic","SEA","RB","0.8","5","0.2"
"612","Robert Kelley","WAS","RB","0.8","2","0.4"
"613","Jeremy McNichols","Multi","RB","0.4","1","0.4"
"614","Robert Turbin","IND","RB","0.3","2","0.2"
"615","Mark Sanchez","WAS","QB","0.3","2","0.2"
"616","AJ McCarron","Multi","QB","0.1","2","0.1"
"617","Johnny Holton","Multi","WR","0.0","1","0.0"
"617","Mose Frazier","CAR","WR","0.0","1","0.0"
"617","Steven Dunbar Jr.","SF","WR","0.0","1","0.0"
"617","Dare Ogunbowale","TB","RB","0.0","2","0.0"
"617","Chris Lacy","DET","WR","0.0","1","0.0"
"617","Daurice Fountain","IND","WR","0.0","1","0.0"
"617","Malachi Dupre","Multi","WR","0.0","1","0.0"
"617","Brandon Allen","LAR","QB","0.0","1","0.0"
"617","Godwin Igwebuike","Multi","RB","0.0","6","0.0"
"617","Jerome Cunningham","Multi","TE","0.0","3","0.0"
"617","Trey Edmunds","PIT","RB","0.0","4","0.0"
"617","Ben Koyack","JAC","TE","0.0","7","0.0"
"617","Alex Tanney","NYG","QB","0.0","1","0.0"
"617","Donnie Ernsberger","TB","RB","0.0","2","0.0"
"617","Da'Mari Scott","Multi","WR","0.0","3","0.0"
"617","Alonzo Russell","NYG","WR","0.0","1","0.0"
"617","Lavon Coleman","Multi","RB","0.0","1","0.0"
"617","Trevor Davis","GB","WR","0.0","2","0.0"
"617","Clive Walford","Multi","TE","0.0","1","0.0"
"617","Isaiah Ford","MIA","WR","0.0","1","0.0"
"617","Boston Scott","Multi","RB","0.0","2","0.0"
"617","Temarrick Hemingway","Multi","TE","0.0","5","0.0"
"617","Saeed Blacknall","Multi","WR","0.0","1","0.0"
"617","Tyler Bray","CHI","QB","0.0","1","0.0"
"617","Taiwan Jones","BUF","RB","0.0","6","0.0"
"617","Steven Mitchell Jr.","Multi","WR","0.0","1","0.0"
"617","Senorise Perry","MIA","RB","0.0","16","0.0"
"617","Tanner McEvoy","Multi","WR","0.0","2","0.0"
"617","Lance Lenoir Jr.","DAL","WR","0.0","7","0.0"
"617","Garrett Dickerson","NYG","TE","0.0","4","0.0"
"617","Freddie Martino","TB","WR","0.0","4","0.0"
"617","Thomas Rawls","CIN","RB","0.0","1","0.0"
"617","Bradley Marquez","DET","WR","0.0","1","0.0"
"617","Pharoh Cooper","Multi","WR","0.0","7","0.0"
"617","Mike Thomas","LAR","WR","0.0","1","0.0"
"617","Brandon Tate","NO","WR","0.0","1","0.0"
"617","Jaydon Mickens","JAC","WR","0.0","6","0.0"
"617","Stacy Coley","Multi","WR","0.0","3","0.0"
"617","Cooper Rush","DAL","QB","0.0","1","0.0"
"617","Kyle Sloter","MIN","QB","0.0","1","0.0"
"617","Deante Burton","Multi","WR","0.0","3","0.0"
"617","Cam Sims","WAS","WR","0.0","1","0.0"
"617","Janarion Grant","BAL","WR","0.0","2","0.0"
"617","Dalyn Dawkins","TEN","RB","0.0","2","0.0"
"617","Buddy Howell","HOU","RB","0.0","15","0.0"
"617","Daniel Brown","CHI","TE","0.0","14","0.0"
"617","Geremy Davis","LAC","WR","0.0","14","0.0"
"617","Keenan Reynolds","SEA","WR","0.0","2","0.0"
"617","Mike Wallace","PHI","WR","0.0","2","0.0"
"617","Markus Wheaton","PHI","WR","0.0","1","0.0"
"617","Matthew Slater","NE","WR","0.0","16","0.0"
"617","Quadree Henderson","NYG","WR","0.0","5","0.0"
"617","Matt Dayes","SF","RB","0.0","7","0.0"
"617","Tra Carson","Multi","RB","0.0","6","0.0"
"617","Joe Williams","FA","RB","0.0","3","0.0"
"617","Shane Smith","NYG","RB","0.0","2","0.0"
"617","Patrick Ricard","BAL","RB","0.0","10","0.0"
"617","Clark Harris","CIN","TE","0.0","16","0.0"
"617","Duron Carter","FA","WR","0.0","1","0.0"
"617","Deon Yelder","Multi","TE","0.0","3","0.0"
"617","Kyle Nelson","SF","TE","0.0","12","0.0"
"617","Gabe Holmes","ARI","TE","0.0","8","0.0"
"617","Beau Brinkley","TEN","TE","0.0","16","0.0"
"617","Darrell Daniels","Multi","TE","0.0","11","0.0"
"617","Mason Schreck","CIN","TE","0.0","6","0.0"
"617","Sean Mannion","LAR","QB","0.0","3","0.0"
"617","Cole Wick","Multi","TE","0.0","5","0.0"
"617","Alex Ellis","KC","TE","0.0","2","0.0"
"685","De'Angelo Henderson Sr.","NYJ","RB","-0.1","3","-0.0"
"685","Chad Kelly","DEN","QB","-0.1","1","-0.1"
"685","Brandon Weeden","HOU","QB","-0.1","1","-0.1"
"688","Brian Hoyer","NE","QB","-0.5","5","-0.1"
"689","Jacoby Brissett","IND","QB","-0.6","4","-0.2"
"690","J.J. Jones","Multi","WR","-0.7","4","-0.2"
"691","Rod Streater","CLE","WR","-1.1","3","-0.4"
"692","Geno Smith","LAC","QB","-1.5","5","-0.3"
"693","Riley McCarron","NE","WR","-2.0","1","-2.0"
"693","Kaelin Clay","NYG","WR","-2.0","2","-1.0"
"693","JoJo Natson","LAR","WR","-2.0","13","-0.2"
"696","Kyle Lauletta","NYG","QB","-2.2","2","-1.1"
""
""
